projectID,lakeID,siteName,dateSample,dateTimeSample,depthClass,depthTop,depthBottom,subsampleClass,subsampleDateTime,runID,runDate,replicate,metadataID,prefix,suffix,runName,comments,substrate,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/26/20 14:10,run20022601,2/26/20,2,gc180508,17,20022601,17_20022601,NA,control,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/26/20 14:10,run20022601,2/26/20,3,gc180508,18,20022601,18_20022601,NA,control,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/26/20 14:10,run20022601,2/26/20,4,gc180508,19,20022601,19_20022601,NA,control,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/26/20 14:10,run20022601,2/26/20,1,gc180508,20,20022601,20_20022601,NA,algal,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/26/20 14:10,run20022601,2/26/20,2,gc180508,21,20022601,21_20022601,NA,algal,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/26/20 14:10,run20022601,2/26/20,3,gc180508,22,20022601,22_20022601,NA,algal,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/26/20 14:10,run20022601,2/26/20,4,gc180508,23,20022601,23_20022601,NA,algal,antibiotics
antibioticTrial-4Feb2020,NA,NA,2/26/20,2/26/20 0:00,NA,NA,NA,air,2/26/20 0:00,run20022601,2/26/20,3,gc180508,24,20022601,24_20022601,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/26/20,2/26/20 0:00,NA,NA,NA,standard034,2/26/20 0:00,run20022601,2/26/20,2,gc180508,25,20022601,25_20022601,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/26/20,2/26/20 0:00,NA,NA,NA,standard035,2/26/20 0:00,run20022601,2/26/20,2,gc180508,26,20022601,26_20022601,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/26/20,2/26/20 0:00,NA,NA,NA,standard036,2/26/20 0:00,run20022601,2/26/20,2,gc180508,27,20022601,27_20022601,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/26/20,2/26/20 0:00,NA,NA,NA,standard037,2/26/20 0:00,run20022601,2/26/20,2,gc180508,28,20022601,28_20022601,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/26/20,2/26/20 0:00,NA,NA,NA,standard038,2/26/20 0:00,run20022601,2/26/20,2,gc180508,29,20022601,29_20022601,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/26/20,2/26/20 0:00,NA,NA,NA,air,2/26/20 0:00,run20022601,2/26/20,4,gc180508,30,20022601,30_20022601,NA,NA,NA
