projectID,lakeID,siteName,dateSample,dateTimeSample,depthClass,depthTop,depthBottom,subsampleClass,subsampleDateTime,runID,runDate,replicate,metadataID,prefix,suffix,runName,comments,substrate,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,1,gc180508,16,20022401,16_20022401,NA,control,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,2,gc180508,17,20022401,17_20022401,NA,control,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,3,gc180508,18,20022401,18_20022401,NA,control,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,4,gc180508,19,20022401,19_20022401,NA,control,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,1,gc180508,20,20022401,20_20022401,NA,algal,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,2,gc180508,21,20022401,21_20022401,NA,algal,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,3,gc180508,22,20022401,22_20022401,NA,algal,antibiotics
antibioticTrial-4Feb2020,PL,DeepHole,2/4/20,2/4/20 14:00,lab,NA,NA,methSlurry,2/24/20 14:10,run20022401,2/24/20,4,gc180508,23,20022401,23_20022401,NA,algal,antibiotics
antibioticTrial-4Feb2020,NA,NA,2/24/20,2/24/20 0:00,NA,NA,NA,air,2/24/20 0:00,run20022401,2/24/20,3,gc180508,24,20022401,24_20022401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/24/20,2/24/20 0:00,NA,NA,NA,standard034,2/24/20 0:00,run20022401,2/24/20,2,gc180508,25,20022401,25_20022401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/24/20,2/24/20 0:00,NA,NA,NA,standard035,2/24/20 0:00,run20022401,2/24/20,2,gc180508,26,20022401,26_20022401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/24/20,2/24/20 0:00,NA,NA,NA,standard036,2/24/20 0:00,run20022401,2/24/20,2,gc180508,27,20022401,27_20022401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/24/20,2/24/20 0:00,NA,NA,NA,standard037,2/24/20 0:00,run20022401,2/24/20,2,gc180508,28,20022401,28_20022401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/24/20,2/24/20 0:00,NA,NA,NA,standard038,2/24/20 0:00,run20022401,2/24/20,2,gc180508,29,20022401,29_20022401,NA,NA,NA
antibioticTrial-4Feb2020,NA,NA,2/24/20,2/24/20 0:00,NA,NA,NA,air,2/24/20 0:00,run20022401,2/24/20,4,gc180508,30,20022401,30_20022401,NA,NA,NA
