"runName","projectID","lakeID","siteName","dateSample","dateTimeSample","depthClass","depthTop","depthBottom","subsampleClass","subsampleDateTime","runID","runDate","replicate","metadataID","prefix","suffix","comments","substrate","antibiotics","FID_RT","TCD_RT","CH4area","CO2area","CH4ppm","CO2ppm","CH4original_umolL","CO2original_umolL"
"11_20021201","antibioticTrial-4Feb2020","PL","DeepHole","2/4/20","2/4/20 14:00","lab",NA,NA,"methSlurry","2/12/20 14:20","run20021201","2/12/20",4,"gc180508",11,20021201,NA,"control","control",3.44,5.014,87034.9,69228.7,863.009686944829,7013.51829255,35.6147357077804,289.434295060027
"12_20021201","antibioticTrial-4Feb2020","PL","DeepHole","2/4/20","2/4/20 14:00","lab",NA,NA,"methSlurry","2/12/20 14:20","run20021201","2/12/20",1,"gc180508",12,20021201,NA,"algal","control",3.438,5.013,205168,69565,2017.04724036207,7048.46520867578,83.2396269269168,290.876486498258
"13_20021201","antibioticTrial-4Feb2020","PL","DeepHole","2/4/20","2/4/20 14:00","lab",NA,NA,"methSlurry","2/12/20 14:20","run20021201","2/12/20",2,"gc180508",13,20021201,NA,"algal","control",3.438,5.013,196929,69349.5,1936.56077718956,7026.07133289491,79.9181067200107,289.952334684583
"14_20021201","antibioticTrial-4Feb2020","PL","DeepHole","2/4/20","2/4/20 14:00","lab",NA,NA,"methSlurry","2/12/20 14:20","run20021201","2/12/20",3,"gc180508",14,20021201,NA,"algal","control",3.437,5.01,258357,80128.1,2536.64846498675,8146.139219167,104.682561540964,336.175363635246
"15_20021201","antibioticTrial-4Feb2020","PL","DeepHole","2/4/20","2/4/20 14:00","lab",NA,NA,"methSlurry","2/12/20 14:20","run20021201","2/12/20",4,"gc180508",15,20021201,NA,"algal","control",3.437,5.011,232968,66507.1,2288.6243342079,6730.70078756066,94.4470867827235,277.762965240559
"16_20021201","antibioticTrial-4Feb2020","PL","DeepHole","2/4/20","2/4/20 14:00","lab",NA,NA,"methSlurry","2/12/20 14:20","run20021201","2/12/20",1,"gc180508",16,20021201,NA,"control","antibiotics",3.438,5.013,173386,69668.7,1706.57014695889,7059.24128718378,70.4268395478792,291.321194354768
"17_20021201","antibioticTrial-4Feb2020","PL","DeepHole","2/4/20","2/4/20 14:00","lab",NA,NA,"methSlurry","2/12/20 14:20","run20021201","2/12/20",2,"gc180508",17,20021201,NA,"control","antibiotics",3.44,5.014,102089,63195.5,1010.07259084643,6386.57290340328,41.6837364781149,263.561475003143
"18_20021201","antibioticTrial-4Feb2020","PL","DeepHole","2/4/20","2/4/20 14:00","lab",NA,NA,"methSlurry","2/12/20 14:20","run20021201","2/12/20",3,"gc180508",18,20021201,NA,"control","antibiotics",3.439,5.013,134671,66863.6,1328.36485241783,6767.74680480371,54.8190406875355,279.291782510048
"19_20021201","antibioticTrial-4Feb2020","PL","DeepHole","2/4/20","2/4/20 14:00","lab",NA,NA,"methSlurry","2/12/20 14:20","run20021201","2/12/20",4,"gc180508",19,20021201,NA,"control","antibiotics",3.44,5.013,111608,62587.7,1103.0633230881,6323.41282127052,45.5212836136337,260.954980931908
"20_20021201","antibioticTrial-4Feb2020","PL","DeepHole","2/4/20","2/4/20 14:00","lab",NA,NA,"methSlurry","2/12/20 14:20","run20021201","2/12/20",1,"gc180508",20,20021201,NA,"algal","antibiotics",3.421,4.994,212164,81753.7,2085.3908859932,8315.06490115946,86.0600366086155,343.146598847815
"21_20021201","antibioticTrial-4Feb2020","PL","DeepHole","2/4/20","2/4/20 14:00","lab",NA,NA,"methSlurry","2/12/20 14:20","run20021201","2/12/20",2,"gc180508",21,20021201,NA,"algal","antibiotics",3.435,5.008,164128,73426.6,1616.1291133321,7449.74683612538,66.6945135282728,307.436600854099
"22_20021201","antibioticTrial-4Feb2020","PL","DeepHole","2/4/20","2/4/20 14:00","lab",NA,NA,"methSlurry","2/12/20 14:20","run20021201","2/12/20",3,"gc180508",22,20021201,NA,"algal","antibiotics",3.437,5.007,155930,95057.3,1536.04317752821,9697.52042709134,63.3895223089238,400.197856705795
"23_20021201","antibioticTrial-4Feb2020","PL","DeepHole","2/4/20","2/4/20 14:00","lab",NA,NA,"methSlurry","2/12/20 14:20","run20021201","2/12/20",4,"gc180508",23,20021201,NA,"algal","antibiotics",3.434,5.0115,170038,82027.35449,1673.86366817487,8343.50195292714,69.0771066127266,344.320140811868
"25_20021201","antibioticTrial-4Feb2020",NA,NA,"2/12/20","2/12/20 0:00",NA,NA,NA,"standard034","2/12/20 0:00","run20021201","2/12/20",2,"gc180508",25,20021201,NA,NA,NA,3.44,5.017,2320.75098,3500.17358,35.4405359205678,183.27951803117,0,0
"26_20021201","antibioticTrial-4Feb2020",NA,NA,"2/12/20","2/12/20 0:00",NA,NA,NA,"standard035","2/12/20 0:00","run20021201","2/12/20",2,"gc180508",26,20021201,NA,NA,NA,3.436,5.014,1605.77429,10484.5,28.4559570846788,909.062062172683,0,0
"27_20021201","antibioticTrial-4Feb2020",NA,NA,"2/12/20","2/12/20 0:00",NA,NA,NA,"standard036","2/12/20 0:00","run20021201","2/12/20",2,"gc180508",27,20021201,NA,NA,NA,3.434,5.008,54336.4,53185.5,543.57934150893,5346.37477548466,0,0
"28_20021201","antibioticTrial-4Feb2020",NA,NA,"2/12/20","2/12/20 0:00",NA,NA,NA,"standard037","2/12/20 0:00","run20021201","2/12/20",2,"gc180508",28,20021201,NA,NA,NA,3.433,5.004,306763,85970.5,3009.52475292564,8753.25745518616,0,0
"29_20021201","antibioticTrial-4Feb2020",NA,NA,"2/12/20","2/12/20 0:00",NA,NA,NA,"standard038","2/12/20 0:00","run20021201","2/12/20",2,"gc180508",29,20021201,NA,NA,NA,3.411,4.995,4618010,145449,45125.9251526223,14934.0191286534,0,0
"30_20021201","antibioticTrial-4Feb2020",NA,NA,"2/12/20","2/12/20 0:00",NA,NA,NA,"air","2/12/20 0:00","run20021201","2/12/20",4,"gc180508",30,20021201,NA,NA,NA,NA,5.018,0,4843.78223,0,322.901815971756,0,13.3255315778763
